,task_id,source,ClaimantType
158,b80513e1-8194-4a9d-92d8-f884be70c535,doctors,"        5. collective roles (e..g., ""doctors"")"
159,b65c92ef-bbe0-4e1c-8538-792409c88d8c,The researchers,"        5. collective roles (e..g., ""doctors"")"
160,b8eb92fe-8750-443f-aa10-cde9a6118012,"( Michael Bruce , CDC , unpublished data )","        6. inanimate and generic objects (e.g., ""a study"")"
161,b3a5167f-db14-44bb-bbc8-3c70417d04a6,Wakefield,"        1. named individuals (e.g., ""Donald Trump"")"
162,b654eee9-6e79-4651-80d0-5da3034ca833,the mainstream media who,"        6. inanimate and generic objects (e.g., ""a study"")"
163,b125ca0f-042f-4181-8b7e-c622f7269045,Other doctors,"        5. collective roles (e..g., ""doctors"")"
164,b8107731-afbe-4340-b461-4e0321200dd1,Kennedy ’s,"        1. named individuals (e.g., ""Donald Trump"")"
165,b654f722-1cc2-4255-ab3f-eb2185d154dc,"Cristina Cassetti , program officer at the National Institute of Allergy and Infectious Diseases ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
166,adde3222-14a5-4139-9df1-1065fc1619ed,Much of the mainstream media,"        6. inanimate and generic objects (e.g., ""a study"")"
167,a3ec7ef1-93b4-4674-8ec5-10f739795353,"\"" shots \"" ( Hensley , \"" Shots , \"" NPR , 3/16 )","        6. inanimate and generic objects (e.g., ""a study"")"
168,b088f33e-a0f7-4df5-8d95-0d6c93325cc7,Stephen Krahling,"        1. named individuals (e.g., ""Donald Trump"")"
169,b0bd2f5a-e280-4416-be49-1e1ea55b711d,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
170,b2649acb-d2dd-412b-934a-3a40a91e29c7,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
171,a58f690a-5333-4cae-9e60-40f9755cb7c7,Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
172,ad722132-f7e2-43c3-aa1f-8597e59b2c7c,An anonymous UK nurse,"        3. role or profession without further specifications (e.g., ""a doctor"")"
173,b151cda2-b4ea-4e1d-8b62-512a250370f1,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
174,abae2965-9a22-4668-b3b4-177a6ccc81aa,The startling case study,"        6. inanimate and generic objects (e.g., ""a study"")"
175,abf2bd85-991e-40c7-b341-41d1e7c8e210,a controlled study published in BMJ in school age children,"        6. inanimate and generic objects (e.g., ""a study"")"
176,aba35bcc-9938-4635-9457-9b1af1ac0ec1,Many Studies,"        6. inanimate and generic objects (e.g., ""a study"")"
177,afe65918-8088-4f6c-a5cf-3068399a23ee,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
178,ae7c589e-bb8e-4cc6-8eb4-f0ad4654bc24,Sister,"        3. role or profession without further specifications (e.g., ""a doctor"")"
179,ac8cb9f0-337a-4d83-bdb5-cd5f031372db,Some observational studies,"        6. inanimate and generic objects (e.g., ""a study"")"
180,a98d9a4d-37f1-4950-be6e-70fb1ff2e321,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
181,aacdeb3e-9b90-40a8-beda-0326e9dc4605,Jeffrey Kluger,"        1. named individuals (e.g., ""Donald Trump"")"
182,ac5dddad-50b1-4b6b-9451-57a8e3972c42,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
183,a676b599-74e0-43a2-ae32-0c3c47eb58c5,anybody,"          4. collective expressions (e.g. ""some people"")"
184,abd65eef-9ded-43d1-9820-f9ab481b8b3c,Banfield,"        1. named individuals (e.g., ""Donald Trump"")"
185,ac2f4cb4-ab76-4187-8a94-6a03141775c9,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
186,a5071249-1188-4832-8f4c-20b2f49878fb,"Laura Hayes Mother of Vaccine Injured Children Passionate about educating others and encouraging them to learn about the myriad dangers and inefficacies of vaccines , the fallacy of the theory behind them , and the vast web of fraud and deception involved in supporting and mandating them","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
187,a956266d-86de-4167-93e3-113322710991,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
188,7ee1da8e-e553-4901-aa31-36c57519692b,Vaccine supporters,"        5. collective roles (e..g., ""doctors"")"
189,a562a814-4fca-4f71-b6f1-0055034c009e,evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
190,a79ee655-b75f-4c6e-a6e1-bbfaf09c2f64,"Helen Ratajczak , a former senior scientist at a pharmaceutical firm ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
191,a7b5c5b4-b5ea-4f61-8c48-9e191e072d18,Boston Children ’s Hospital ’s Majumder,"        1. named individuals (e.g., ""Donald Trump"")"
192,a479c4e8-d561-4098-a634-0e7f7a4dbc4e,The researchers,"        5. collective roles (e..g., ""doctors"")"
193,a4d9df07-c384-46b6-a5b4-647b86a7fdb8,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
194,852f5154-80c1-4160-a660-c4870b5078d0,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
195,a18ba499-ee43-44c4-80d7-201530720f3a,state health officials,"        5. collective roles (e..g., ""doctors"")"
196,9dac298e-cb9b-44bd-8da1-3a4c78d0af4a,Most doctors I asked,"        5. collective roles (e..g., ""doctors"")"
197,a1aab7f2-14d1-46b6-8e9b-011174caa545,Laura Ballegeer,"        1. named individuals (e.g., ""Donald Trump"")"
198,a1c0ea50-66b5-422d-8c3e-1db931d27d15,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
199,97980d2f-632e-4f02-8600-86a24a7ab6fa,researchers,"        5. collective roles (e..g., ""doctors"")"
200,9ac60e00-05e9-4312-a31d-625cd409d150,Health departments,"        6. inanimate and generic objects (e.g., ""a study"")"
201,a01f34fa-58a1-4bb3-9356-d643d44b3909,Jeffrey Kluger,"        1. named individuals (e.g., ""Donald Trump"")"
202,a324384b-0e28-458e-9e68-2a443a4a30a6,the MMR vaccine 's manufacturer Merck 's own product insert,"        6. inanimate and generic objects (e.g., ""a study"")"
203,a28ebcf6-7649-4acd-9ae8-b74e6af62eb9,a recent Chinese study,"        6. inanimate and generic objects (e.g., ""a study"")"
204,9c52e7df-acab-440c-84bb-c4f525a110f9,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
205,a0f83b94-e46d-4ef2-a833-a607eba9aaef,Serologic studies in 2 dogs and virus isolation from the 3rd dog,"        6. inanimate and generic objects (e.g., ""a study"")"
206,a15cca6e-ee56-4cb8-bac0-eb283be1ea8f,Effect of measles and measles vaccine on serum cholesterol .,"        6. inanimate and generic objects (e.g., ""a study"")"
207,96568e8a-dab0-4652-ae11-77501a4cf076,research published on Monday in JAMA Pediatrics,"        6. inanimate and generic objects (e.g., ""a study"")"
208,997efbbd-4d5d-454b-93e3-1e0f9347eba3,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
209,9b47d6ae-3faa-417d-8d31-46adac3195c1,the Centers for Disease Control and Prevention ( CDC ),"        6. inanimate and generic objects (e.g., ""a study"")"
210,5ae0fbbf-8a01-45cf-a1e4-ccd00c2972c3,At least one study,"        6. inanimate and generic objects (e.g., ""a study"")"
211,9d1586be-12e6-47b5-ad93-6b59f23fede9,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
212,9af5dfc3-02cf-4beb-9141-e0bb53958926,my kids,"        5. collective roles (e..g., ""doctors"")"
213,991c98a9-00a7-4200-8462-f7a4fa0a63a1,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
214,9738fedd-6427-4c61-96d2-272c38e0b7d5,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
215,9ac448af-ce47-4107-b381-44b1b7550a04,doctors,"        5. collective roles (e..g., ""doctors"")"
216,9627f1a5-1dbc-493e-be25-cf3626543759,immunization advocates,"        5. collective roles (e..g., ""doctors"")"
217,9599aec4-ad13-4f80-a31d-653a962f33e0,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
218,99a71501-effb-444d-9c54-29cc36c12352,the advice,"        6. inanimate and generic objects (e.g., ""a study"")"
219,974cbedd-5c6b-4e56-b7a5-aaf61566793a,Sister,"        3. role or profession without further specifications (e.g., ""a doctor"")"
220,967388d7-5a11-4db3-9a5f-0dad5f976000,anybody,"          4. collective expressions (e.g. ""some people"")"
221,975a0692-c35b-4317-b121-b8767c010cac,doctors,"        5. collective roles (e..g., ""doctors"")"
222,8dca521a-8a08-42f8-93f4-257555842071,Banfield,"        1. named individuals (e.g., ""Donald Trump"")"
223,93025d15-4477-4d06-8b10-840efbf6813e,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
224,9321da74-bb0a-49fd-8975-b5c372090c87,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
225,8ce401ea-d80c-4eb3-bac9-e422677c2049,"the U.S. Court of Federal Claims , Office of Special Masters , a group of judges appointed to handle cases of families believe immunizations were responsible for their child 's autism","        5. collective roles (e..g., ""doctors"")"
226,95cfe935-7768-4d00-9458-ff9a1e6722d8,"Studies from Canada , Denmark , Germany , France , and the United States","        6. inanimate and generic objects (e.g., ""a study"")"
227,94d1faf8-b8d1-47f6-a5cc-0a201fc620c7,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
228,95a961bd-6849-4402-90e1-fa2c7f71b9b6,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
229,75e5c2dc-1b0d-41cc-8e2f-2d4c2e497c0c,my parents,"        5. collective roles (e..g., ""doctors"")"
230,837af242-19ba-4488-b4c3-007ada24a63a,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
231,893de91f-d633-4ca7-8f56-f2a391fc388b,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
232,91afad57-84e6-44e1-83c7-0379189458a9,a study,"        6. inanimate and generic objects (e.g., ""a study"")"
233,6e34ab24-3cd3-4628-84dc-439a5940ef36,Other doctors,"        5. collective roles (e..g., ""doctors"")"
234,84535db9-0ff9-4195-9fce-ce2e1733f20e,the media ’s hysterical storyline,"        6. inanimate and generic objects (e.g., ""a study"")"
235,8482d323-e8f5-4cbf-bb35-0eb939570526,a study,"        6. inanimate and generic objects (e.g., ""a study"")"
236,8d45cfe0-bba1-450b-b34f-a22c4c344e65,Prasad Shrivatsa,"        1. named individuals (e.g., ""Donald Trump"")"
237,8af43db9-00e7-460c-af22-a2475e6e1d1f,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
238,84f62bd6-bcf4-43b9-8e55-3bd6cce479c6,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
239,8e39ea83-b943-45f1-8c66-29059b034200,"MMWR Measles in an Immunized School-Aged Population — New Mexico Vol 34 , No 04 ; 052 02/01 / 1985","        6. inanimate and generic objects (e.g., ""a study"")"
240,8fc08baa-96f3-4930-a370-46d9b87caba3,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
241,538c4d4e-1520-4bcc-95f8-7de38c626161,The researchers,"        5. collective roles (e..g., ""doctors"")"
242,8bf9d875-f5cd-49b1-8e61-d7b6717ae2aa,a Brazilian team,"          4. collective expressions (e.g. ""some people"")"
243,82d504fa-d24a-4fee-a64d-8b9224df98c3,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
244,7f30ae55-1d8d-4fbc-bb14-773e6e3978e2,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
245,8661bce6-c0a1-4225-928a-c4ea8a1cefc0,"Gregory Poland , MD , director of the Mayo Clinic 's Vaccine Research Group ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
246,84d45ab6-360a-4c80-b787-429c79082bdc,the pharmaceutical companies,"        6. inanimate and generic objects (e.g., ""a study"")"
247,882b01b3-93d7-4ae3-a7a6-a412bc5d89d0,doctors,"        5. collective roles (e..g., ""doctors"")"
248,8319ff03-798d-4731-a9b5-ca8ecac4acf1,an article,"        6. inanimate and generic objects (e.g., ""a study"")"
249,829e3082-5496-4d13-945f-793d3fbbae72,A 2004 study,"        6. inanimate and generic objects (e.g., ""a study"")"
250,7f826700-025f-4f4b-a41e-092e4e28564c,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
251,84e6eed6-1d2f-4c82-a523-cae897414339,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
252,80b0ac36-49e3-42a5-9271-1cb578003035,"Del Bigtree , Producer ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
253,827227a2-69ea-4aeb-b180-f59f49710126,The White House,"        6. inanimate and generic objects (e.g., ""a study"")"
254,7d3e7fb3-0b1f-4446-a2a3-74e4f99916b6,"the Kenya Catholic Doctors Association , a pro-vaccine organization","        6. inanimate and generic objects (e.g., ""a study"")"
255,7c26d003-8d82-46d8-8311-b9c092093a8b,Schaffner,"        1. named individuals (e.g., ""Donald Trump"")"
256,7a0016b1-c251-454a-94c4-6855e7683406,my kids,"        5. collective roles (e..g., ""doctors"")"
257,82235c21-8445-4af2-96cc-f62696696652,"the U.S. Court of Federal Claims , Office of Special Masters , a group of judges appointed to handle cases of families believe immunizations were responsible for their child 's autism","        5. collective roles (e..g., ""doctors"")"
258,7862e7d9-d2f7-445e-8991-6ba126c1aaf9,Poland,"        6. inanimate and generic objects (e.g., ""a study"")"
259,7e301c58-0a01-4bea-a971-a1b9d1411f79,"Jenna Mize , associate veterinarian at the Firehouse Animal Center in Austin ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
260,82b15688-38e4-47a6-b6e4-81b562bd0afe,Salamone,"        1. named individuals (e.g., ""Donald Trump"")"
261,3e18b3b3-2f63-43ba-a5fa-b88a9add41b1,the nursing school where I am enrolled,"        6. inanimate and generic objects (e.g., ""a study"")"
262,7e73f665-d635-4c25-9ac6-33a0fbb200d4,Vikari et al. ( 1979 .,"        6. inanimate and generic objects (e.g., ""a study"")"
263,80814a8f-58fa-4fc0-bbe8-ec426c8b1c56,Neil Miller,"        1. named individuals (e.g., ""Donald Trump"")"
264,797c087c-28f4-4933-b8c7-53a3ac85a027,The White House,"        6. inanimate and generic objects (e.g., ""a study"")"
265,7d7875b5-80fe-4a85-9408-3be11de7b609,Anyone vaccinated by their own occupational health service,"          4. collective expressions (e.g. ""some people"")"
266,800d0fb1-8691-446e-8ade-43524386ad30,Beth Noelle,"        1. named individuals (e.g., ""Donald Trump"")"
267,790fb00f-751c-43ad-929f-4325f41add21,one study,"        6. inanimate and generic objects (e.g., ""a study"")"
268,7bad8ac2-23d0-44a7-808a-de203628c857,his mother,"        3. role or profession without further specifications (e.g., ""a doctor"")"
269,7ada2980-a62b-4d0b-ab32-e63a6436909a,your veterinarian,"        3. role or profession without further specifications (e.g., ""a doctor"")"
270,7ae18ab5-380c-4bce-a09f-cecaf9cbbab4,public health authorities,"        5. collective roles (e..g., ""doctors"")"
271,76762046-3c6a-4513-bf92-df58b0c56a23,so many parents,"        5. collective roles (e..g., ""doctors"")"
272,73d16d33-f698-4ad3-8ed4-e3b1a7271f47,no sound scientific evidence,"        6. inanimate and generic objects (e.g., ""a study"")"
273,776a3694-dfcd-4e9a-bbb6-f8a092854b8a,CNBC,"        6. inanimate and generic objects (e.g., ""a study"")"
274,75167c81-4006-4763-b601-23aae65233df,"Conway et al. , 1993","        6. inanimate and generic objects (e.g., ""a study"")"
275,7749dfea-afc5-4b67-8712-9e7deda4e06c,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
276,76163999-462f-4333-a91c-18b15afb9a1c,Cynthia Wolff,"        1. named individuals (e.g., ""Donald Trump"")"
277,76f31b6d-60c3-48fe-a5a0-eb7dbd011b06,researchers,"        5. collective roles (e..g., ""doctors"")"
278,17d88a35-014f-4997-94d1-0db6866d3591,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
279,6ecb23b3-26b0-4e19-b9ed-6b478b149c88,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
280,7500c763-ebc2-4c38-86c9-5c7b62978b2b,the article,"        6. inanimate and generic objects (e.g., ""a study"")"
281,6e66cfe2-6090-4261-9f21-34240d18dc5a,most of the people stricken with Mickey Mouse measles,"          4. collective expressions (e.g. ""some people"")"
282,6dc66e18-39bf-4744-a967-47e04a818f3d,A small number of parents that we interviewed,"        5. collective roles (e..g., ""doctors"")"
283,6ef24ea5-62a2-46ba-bcb3-d84907650c95,these groups,"          4. collective expressions (e.g. ""some people"")"
284,71d5ccc3-34f4-4428-8972-1e5e1dfdcf35,"Reich , who is the author of \"" Calling the Shots : Why Parents Reject Vaccines \"" ( NYU Press , 2016 )","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
